code,title,type
DVT332,Reinvent your DevOps workflows using Kiro,Chalk talk
IND367,Revolutionizing Audi's Welding Inspection System through AI,Breakout session
IND3301,"Ripple: Building an intelligent, multi-agent system for 24/7 operations",Breakout session
AIM243-S,Run and Scale Agentic AI Applications in Production (sponsored by HashiCorp),Breakout session
AIM387,Scale AI and agentic workflows with Amazon SageMaker AI,Breakout session
MAM334,Scale modernization with agentic AI featuring Thomson Reuters,Breakout session
AIM266-S,Scale Trusted AI Adoption with Salesforce and AWS (sponsored by Salesforce),Breakout session
MAM335,Scale VMware migrations with Cloud Migration Factory & AWS Transform,Workshop
ISV309,Scaling Agentic AI in Multi-Tenant SaaS Environments,Chalk talk
SPS306,Scaling AI Supply Chains: Search to Consumer-Driven Demand,Chalk talk
AIM209-S,Scaling AI with confidence: From proof of concept to production (sponsored by Dynatrace),Breakout session
IND361,Scaling document intelligence: Advanced patterns with Amazon Bedrock,Chalk talk
ARC326,Scaling multi-agent architectures: Patterns for mission-critical AI,Chalk talk
IND3312,"Scaling support, compliance, & productivity with conversational AI at Coinbase",Breakout session
AIM271-S,Secure AI Agent Access for Workflows on AWS Bedrock with 1Password (sponsored by 1PASSWORD),Lightning talk
ISV311,Securing AI Agents: SailPoint's Journey with Amazon Bedrock AgentCore,Chalk talk
SEC328-S,Securing AI Agents: The Future of Identity & Access Control (sponsored by WorkOS),Breakout session
AIM283-S,ServiceNow and AWS: Powering AI-driven workflows on the cloud built to scale (sponsored by ServiceNow),Breakout session
ARC313,Service-oriented builders guide to agentic AI: Insights from WEX,Breakout session
DVT220,Simplify development workflows with agentic capabilities,Breakout session
IND324,Simplify fraud investigation with Strands Agents and Amazon Nova Sonic,Chalk talk
DEV321,Simplify serverless testing using Amazon Q Developer,Builders' session
AIM415,Smart agents meet documents: Building next-gen IDP architectures,Workshop
IND325,Smart Clinical Documentation: Kiro & AWS HealthScribe,Builders' session
IND326,Smart Machines: Maximizing Business Value with Generative AI,Chalk talk
DVT212,Spec-driven development: Shaping the next generation of AI software,Breakout session
AIM116-S,Speed to Impact: AI Factory in the Cloud with NVIDIA on AWS (sponsored by NVIDIA),Breakout session
DVT101-S,State of DevEx 2025: Navigating the AI Revolution and Developer Experience (sponsored by Atlassian),Breakout session
OPN412,"Strands Agents: Building Fully Autonomous, Self-Improving AI Agents",Chalk talk
CNS421,Streamline Amazon EKS operations with Agentic AI,Code talk
IND206,Streamlining Telecom Cybersecurity Operations with AWS Generative AI,Lightning talk
AIM352,Streamlining vLLM deployment for production with AWS DLCs on EKS,Chalk talk
TNC314,Structured Approach to AI coding with Spec-Driven Development on Kiro,Interactive training
ARC101-S,Supercharge your data insights with the Cisco Data Fabric (sponsored by Splunk),Breakout session
AIM333,Sustainable and cost-efficient generative AI with agentic workflows,Breakout session
DEV416,Swift for AI: Developing Agents and MCP-Compatible Tools,Chalk talk
DEV319,Tackling Anti-patterns with AI-Driven Development Lifecycle (AI-DLC),Chalk talk
AIM278-S,Tapping into the Power of Agentic AI: Driving Mission Success with NVIDIA & AWS (sponsored by NVIDIA),Lightning talk
DVT341,Teaching your AI tools custom languages and libraries,Lightning talk
AIM418-S,The AI Discussion Control Plane: How Your Agentic Team Redefines Ops (sponsored by Edge Delta),Lightning talk
CNS211,The future of AWS Serverless in 2025 and beyond,Breakout session
AIM228-S,The Future of Software Craft in the Age of AI (sponsored by Snyk),Breakout session
AIM3322-S,The Great ReImagining: Thriving in the Age of AI Agents (sponsored by Kore.ai),Lightning talk
DVT317,The Kiro coding challenge,Workshop
INV513,The Mirage of Benchmarks: Foundations of LLM Evaluation Reliability,Chalk talk
AIM3317-S,The Next Frontier in Financial Systems: Transformer-based Foundation Models (sponsored by NVIDIA),Breakout session
AIM126-S,The state of AI in software development: Insights across 400+ organizations (sponsored by Atlassian),Breakout session
AIM123-S,The Zero Migration Path from Data to Enterprise Agentic AI (sponsored by Trianz I Concierto),Lightning talk
MAM343,Tips and tricks for successful transformation of your legacy .NET applications,Code talk
AIM212-S,Tracing the Untraceable: Full-Stack Observability for LLMs and Agents (sponsored by groundcover),Lightning talk
BIZ214,Traeger accelerates contact center agent productivity with agentic AI,Breakout session
IND328,Transforming Additive Manufacturing with Agentic AI,Chalk talk
STG318,Transforming AI storage economics with Amazon S3 Vectors,Breakout session
AIM120-S,Transforming Banking: NatWest's Journey to Enhanced Customer Experience (sponsored by Accenture),Breakout session
MAM346,Transforming Enterprise IT: CSL Behring's VMware and SAP Modernization,Breakout session
IND352,Transforming Integrated Diagnostics: Philips' AI Journey with AWS,Breakout session
AIM213-S,Transforming Lincoln Financials' Gen-AI powered CX with AWS & Deloitte (sponsored by Deloitte),Breakout session
IND405,Transforming Manufacturing Operations with Agentic Edge Gateways,Chalk talk
MAM214,Transforming SAP with AWS AI services to drive innovation,Breakout session
API206-S,Transforming Supply Chains with Amazon Bedrock AgentCore (sponsored by Fujitsu),Lightning talk
AIM338,Unified knowledge access: Bridging data with generative AI agents,Code talk
DAT206-S,Unify Data for a Strong AI Foundation with AWS & Salesforce (sponsored by Salesforce),Breakout session
AIM250-S,Unlock AI Innovation on AWS with Heroku (sponsored by Heroku from Salesforce),Lightning talk
ARC314,Unlocking agentic AI access for microservices,Breakout session
DAT417,Unlock intelligent AI with MCP powered agentic Neptune graph reasoning,Workshop
DVT404,Unlock interoperability: Build your first MCP server,Workshop
AIM334,Unlock sustainability insights: How AI enables AWS carbon management,Chalk talk
DVT340,Unlock the power of Kiro steering: Your blueprint for scalable development,Breakout session
DAT418,Use Amazon DynamoDB to enhance agentic AI workflows,Builders' session
COP345,Using AI to bridge the multicloud skills gap in IT operations,Lightning talk
CNS339,Vibe coding production-ready containerized applications,Builders' session
DAT421,Vibe data modeling with Amazon DynamoDB,Builders' session
DAT318,Web3 + AI: Agents that mean business,Breakout session
DAT203-S,What Database Would Your AI Agents Choose -  Escape the Frankenstack (sponsored by SingleStore),Lightning talk
ANT201,"What’s new in search, observability, and vector databases with OpenSearch",Breakout session
STG206,What's new with Amazon S3,Breakout session
AIM112-S,Work AI that Works: Real Stories & Outcomes of Agentic AI  (sponsored by Glean),Breakout session
AIM264-S,Your AI Agent Is Expensive and Wrong (Let's Fix Both) (sponsored by Databricks),Breakout session
SEC211-S,Zero Trust for Agentic Systems: Managing Non-Human Identities at Scale (sponsored by HashiCorp),Breakout session
